"dataset","Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"Nasdaq","AMTI",31.32,13.23,"DOWN",32676525,"Health Care",-134700000,0,125,1.7,0,0,0,0.37,0,0.01,-3.49,0.619,-0.934,0,0,38750000,0
"Nasdaq","AMTX",2.84,12.43,"UP",258344026,"Energy",-3.7e+07,232200000,158,2.2,0,0,1.03,0,0,0,-1.13,0.628,0.294,-0.123,-0.159,34540000,0.83
"Nasdaq","AMWD",92.79,64.26,"DOWN",755960692,"Consumer Discretionary",-12600000,1.96e+09,10000,2.8,0,0,0.37,0.94,36.84,0.62,-0.77,0.936,-0.017,-0.015,-0.006,16580000,1.78
"Nasdaq","AMYT",13.66,10.55,"DOWN",437526452,"Health Care",2800000,2.39e+08,241,1.6,0,0,2.64,1.31,0,0.62,-0.09,0.746,0.008,-0.055,0.012,64160000,0
"Nasdaq","AMZN",159.33,168.64,"UP",1037584636431,"Consumer Discretionary",1.132e+10,5.0219e+11,1544000,1.8,83.51,3.21,1.95,6.71,0,0.59,1.08,0.597,0.084,0.095,0.023,1.019e+10,1.23
"Nasdaq","ANAB",23.36,35.31,"UP",808771032,"Health Care",-1.08e+08,24100000,102,2.6,0,0,33.22,2.7,0,0,-3.89,0,-0.314,-0.159,0,28200000,0.02
"Nasdaq","ANDE",24.19,38.58,"UP",1196814005,"Consumer Staples",133300000,1.521e+10,2296,2,9.87,1.23,0.09,1.11,0,1.52,3.88,0.866,0.092,0.06,0.007,33850000,0.77
"Nasdaq","ANGH",10.12,10.16,"UP",59813004,"Consumer Discretionary",-17800000,35500000,169,2,0,0,1.92,0,0,0,-0.69,0.17,0,1.717,-0.501,25770000,0
"Nasdaq","ANGI",12.97,9.22,"DOWN",1079555458,"Technology",-100600000,1.83e+09,5200,2.2,0,0,0.5,0.89,0,0,-0.2,0.993,-0.09,-0.028,-0.055,502450000,1.69
"Nasdaq","ANGO",15.44,28.2,"UP",547899592,"Health Care",-32600000,320800000,760,2,0,0,1.77,1.38,0,0.12,-0.83,0.967,-0.077,-0.056,-0.102,39300000,0.73
"Nasdaq","ANIK",42.84,36.38,"DOWN",412594220,"Health Care",-1.1e+07,151700000,297,2.3,0,0,2.69,1.5,194.27,0,-0.76,0.953,-0.038,0.015,-0.073,14550000,0.96
"Nasdaq","ANIP",30.22,46.88,"UP",670902309,"Health Care",-64600000,251300000,601,2.2,0,0,2.63,1.99,0,0.92,-4.3,0.749,-0.223,-0.042,-0.257,16270000,1.06
"Nasdaq","ANIX",3.27,3.02,"DOWN",173134310,"Health Care",-14100000,0,4,2,0,0,0,5.12,0,0,-0.47,0.108,-0.424,-0.371,0,30450000,1.14
"Nasdaq","ANNX",23.91,11.61,"DOWN",228746099,"Health Care",-145500000,0,75,1.6,0,0,0,1.17,0,0,-3.78,0.92,-0.673,0,0,47620000,0
"Nasdaq","ANPC",107.8,22,"DOWN",2169703,"Health Care",-14300000,2400000,89,2,0,0,43.15,66.67,0,1.45,-0.99,0.022,0,-3.687,0,17300000,0
"Nasdaq","ANSS",357.67,405.68,"UP",19240868935,"Technology",458300000,2e+09,5100,2.4,42.48,4.77,9.74,4.33,34.28,0,5.21,0.965,0.104,0.086,0.23,8.7e+07,1.25
"Nasdaq","ANTE",2.6,1.48,"DOWN",24629366,"Consumer Discretionary",-17300000,11700000,71,0,0,0,2.29,0.5,0,0.62,-0.98,0.015,-0.669,-0.359,0,35690000,1.21
"Nasdaq","AOSL",24.49,60.52,"UP",898214876,"Technology",453200000,777600000,2451,3.3,2.11,0.12,1.18,1.08,11.36,0.09,16.03,0.673,0.63,0.498,0.583,27270000,2.41
"Nasdaq","APA",14.77,27.06,"UP",14928963121,"Energy",3.08e+09,1.007e+10,2253,2.2,5.57,0.17,1.59,28.95,3.88,9.05,8.89,0.841,-5.797,0.312,0.306,3.41e+08,3.69
"Nasdaq","APCX",7.98,11.02,"UP",12430312,"Technology",-16100000,4e+05,8,0,0,0,28.53,1.13,0,0.17,-1.01,0.563,-2.802,0,0,16250000,1.65
"Nasdaq","APDN",5.32,4.18,"DOWN",22930886,"Health Care",-12200000,17600000,78,2,0,0,1.29,2.32,0,0,-1.59,0.083,-1.44,-1.266,-0.693,12880000,0.7
"Nasdaq","APEI",30.18,22.11,"DOWN",243334262,"Consumer Discretionary",-95600000,556600000,5800,1.5,0,0,0.43,0.74,6.48,0.5,-5.07,0,-0.245,0.04,-0.172,18860000,0.75
"Nasdaq","APEN",3.63,7.88,"UP",259579564,"Health Care",-35900000,68500000,107,1.8,0,0,3.76,6.25,0,0,-0.97,0.744,-0.787,-0.145,-0.594,40880000,2.27
"Nasdaq","API",39.78,16.94,"DOWN",327997000,"Technology",-99900000,1.65e+08,1311,2,0,0,2.12,0.44,0,0,-0.89,0.516,-0.118,-0.094,-0.605,111650000,0
"Nasdaq","APLD",0.23,25.02,"UP",208739245,"Finance",-12900000,14900000,55,2,0,0,15.72,3.47,0,0.22,-0.19,0.242,0,-0.269,0,93110000,4.93
"Nasdaq","APLS",54.59,47.95,"DOWN",6640259034,"Health Care",-638400000,96600000,476,1.8,0,0,54.01,15.17,0,1.61,-6.77,0.89,-2.722,-0.861,0,106630000,1.24
"Nasdaq","APLT",22.07,9.16,"DOWN",37283281,"Health Care",-104600000,0,33,1.8,0,0,0,0.75,0,0,-3.97,0.656,-1.927,0,0,48020000,1.52
"Nasdaq","APM",2.48,1.55,"DOWN",22493052,"Health Care",-10900000,1400000,26,2,0,0,14.93,0.98,0,0.13,-0.3,0.044,-0.363,-0.811,0,35680000,-0.04
"Nasdaq","APPF",177.05,123.07,"DOWN",4343275951,"Technology",-49800000,443400000,1600,2.7,0,0,8.95,14.42,205.54,0,-1.43,0.801,-0.177,-0.042,-0.112,35040000,1.03
"Nasdaq","APPH",14.93,4,"DOWN",221465505,"Consumer Staples",-1.65e+08,13100000,500,1.7,0,0,15.76,0.57,0,0.48,-1.63,0.381,-0.419,-0.388,0,105890000,0
"Nasdaq","APPN",143.7,68.5,"DOWN",3565980682,"Technology",-123700000,421700000,1798,2.6,0,0,5.97,12.67,0,0,-1.72,0.731,-0.528,-0.362,-0.293,72390000,1.63
"Nasdaq","APPS",52.32,62.84,"UP",1449041840,"Technology",36200000,778200000,844,1.6,35.81,3.58,1.53,2.07,9.54,0.82,0.34,0.743,0.07,0.08,0.046,97820000,2.32
"Nasdaq","APRE",4.73,2.94,"DOWN",15681577,"Health Care",-123400000,0,16,1.5,0,0,0,0,0,0,-5.5,0.085,-4.458,0,0,5.3e+07,0
"Nasdaq","APTO",4.37,1.41,"DOWN",41966416,"Health Care",-57700000,0,41,1.7,0,0,0,1.26,0,0,-0.64,0.351,0,0,0,85770000,1.38
"Nasdaq","APTX",3.44,2.82,"DOWN",20314715,"Health Care",-78300000,0,40,2.3,0,0,0,0.35,0,0.39,-1.16,0.505,-0.905,-0.684,0,67720000,1.12
"Nasdaq","APVO",37.18,7.91,"DOWN",15679184,"Health Care",6300000,9900000,54,2,2.47,0,1.48,0.62,0,0.19,1.16,0.16,1.098,0,0.713,5090000,5.28
"Nasdaq","APWC",2.25,1.99,"DOWN",26388771,"Industrials",-2900000,458700000,1190,0,0,0,0.06,0.18,0,0.39,-0.2,0.01,-0.019,-0.016,-0.006,20020000,0.63
"Nasdaq","APYX",6.91,12.59,"UP",172692305,"Health Care",-17600000,51400000,272,2,0,0,3.35,3.76,0,0,-0.51,0.61,-0.346,-0.275,-0.342,34460000,1.52
"Nasdaq","AQMS",3.46,1.24,"DOWN",64806938,"Utilities",-13700000,2e+05,23,1.5,0,0,296.28,2.33,0,0.01,-0.19,0.186,-0.49,-0.465,0,75220000,1.44
"Nasdaq","AQST",5.54,3.94,"DOWN",46415069,"Health Care",-7.3e+07,49900000,157,1.7,0,0,0.99,0,0,0,-1.76,0.315,0,1.702,0,53420000,2.81
"Nasdaq","ARAV",5.35,2.23,"DOWN",42115211,"Health Care",-55600000,6100000,23,1.7,0,0,6.44,1.7,0,0,-2.37,0.183,-1.341,0,0,30500000,2.4
"Nasdaq","ARAY",4.25,4.84,"UP",187784396,"Health Care",-5300000,429900000,1044,1.7,0,0,0.46,3.67,0,3.39,-0.06,0.684,-0.106,0.021,-0.012,93040000,1.65
"Nasdaq","ARCB",43.08,116.95,"UP",1942947635,"Industrials",301200000,4.93e+09,14000,2.1,6.59,0.49,0.37,1.76,8.66,0.21,11.54,0.912,0.264,0.188,0.053,24610000,1.56
"Nasdaq","ARCE",34.48,21.54,"DOWN",654643859,"Consumer Discretionary",-11700000,2.87e+08,2986,2.2,0,0,2.22,1.66,0,0.88,-0.22,0,-0.032,0.039,-0.041,55920000,0.81
"Nasdaq","ARCT",48.9,38.88,"DOWN",472527627,"Health Care",-165500000,40600000,177,2.5,0,0,14.55,3.55,0,0.37,-6.28,0.793,-0.785,0,0,26430000,2.51
"Nasdaq","ARDS",6.04,2.32,"DOWN",18586672,"Health Care",-48700000,3e+06,34,2.3,0,0,8.02,0,0,0,-3.41,0.081,2.969,5.914,0,24910000,1.41
"Nasdaq","ARDX",6.47,1.13,"DOWN",231937899,"Health Care",-134800000,5200000,86,1.9,0,0,39.78,3.89,0,0.5,-1.13,0.354,-1.917,-1.343,0,145540000,1.47
"Nasdaq","ARGX",297.04,353.03,"UP",21428569778,"Health Care",-908800000,262600000,650,1.8,0,0,79.1,6.72,0,0,-17.47,0.633,-0.355,-0.14,0,55060000,0.84
"Nasdaq","ARKO",9.02,8.78,"DOWN",1229563310,"Energy",76700000,8.54e+09,11236,1.8,17.53,0,0.14,5.07,0,3.87,0.58,0.583,0.313,0.108,0.009,121530000,0
"Nasdaq","ARKR",18.06,16.74,"DOWN",74420413,"Consumer Discretionary",15300000,179600000,926,0,4.58,0,0.4,1.17,4.47,0.42,4.26,0.159,0.284,0.186,0.085,3560000,1.03
"Nasdaq","ARLP",4.65,12.39,"UP",3095931630,"Energy",297800000,1.97e+09,2990,1.7,10.34,0,1.53,2.3,0,0.32,2.34,0.279,0,0.132,0,127190000,1.37
"Nasdaq","AROW",28.17,33.95,"UP",580453587,"Finance",4.7e+07,122100000,512,0,12.08,1.75,4.69,1.59,14.53,0.07,2.84,0.451,0.136,0.241,0.403,16490000,0.68
"Nasdaq","ARQT",28.44,20.48,"DOWN",1058698565,"Health Care",-2.6e+08,0,147,1.9,0,0,0,4.87,0,0.37,-5.14,0.806,-0.937,0,0,59990000,0
"Nasdaq","ARRY",42.42,15.94,"DOWN",2714141653,"Technology",-113800000,1.13e+09,1135,2.3,0,0,2.07,36.23,0,12.75,-0.82,0,-4.255,-0.022,-0.1,150200000,0
"Nasdaq","ARTL",12.53,8.06,"DOWN",8263230,"Health Care",-10300000,0,4,1.7,0,0,0,0.33,0,0,-4.53,0.033,-0.419,0,0,2830000,2.52
"Nasdaq","ARTNA",36.79,46.11,"UP",498179913,"Utilities",17600000,94800000,245,1,27.52,6.88,5.18,2.68,0,1.03,1.87,0.583,0.099,0.064,0.186,9450000,0.18
"Nasdaq","ARTW",3.08,3.47,"UP",10004199,"Industrials",4e+05,28300000,131,0,22.64,0,0.35,0.89,0,0.77,0.09,0.057,-0.039,0.027,-0.014,4700000,0.44
"Nasdaq","ARVL",26.61,7.86,"DOWN",504718532,"Consumer Discretionary",-1090700000,0,2695,2.5,0,0,0,0.27,0,0.38,-1.82,0.13,-1.304,0,0,486070000,0
"Nasdaq","ARVN",83.84,79.84,"DOWN",2682611176,"Health Care",-233100000,91100000,280,1.9,0,0,24.04,3.37,4.35,0,-4.46,0.97,-0.312,0,0,53200000,1.89
"Nasdaq","ARWR",74.83,67.35,"DOWN",3681426933,"Health Care",-153900000,249900000,329,2,0,0,14.24,8,0,0,-1.48,0.697,-0.365,-0.365,-0.616,105750000,1.41
"Nasdaq","ASLE",15,17.48,"UP",1093504510,"Consumer Discretionary",53200000,452500000,509,2,19.37,0,2.2,2.08,9.3,0,0.95,0.647,0.126,0.11,0.118,51730000,0.51
"Nasdaq","ASLN",1.86,1.11,"DOWN",27207397,"Health Care",-37500000,0,27,2,0,0,0,0.69,0,0.81,-0.51,0.336,0,0,0,69740000,1.42
"Nasdaq","ASMB",6.04,2.29,"DOWN",79678668,"Health Care",-126600000,6300000,102,2.7,0,0,11.3,0.58,0,0,-2.74,0.351,-0.762,-0.771,0,48290000,0.71
"Nasdaq","ASML",500,800.22,"UP",187859195640,"Technology",5.52e+09,1.95e+10,34720,1.9,35.09,1.18,10.1,24.36,27.74,0,13.78,0.198,0.646,0.389,0.283,399420000,1.36
"Nasdaq","ASND",165.49,136.41,"DOWN",6394177020,"Health Care",-388600000,18800000,639,1.6,0,0,369.47,11.59,0,0.84,-6.92,0,-0.498,-0.457,0,57030000,0.54
"Nasdaq","ASO",21.19,42.72,"UP",3492861894,"Consumer Discretionary",641700000,6.56e+09,22011,1.7,6,0.55,0.52,2.35,8.12,0.45,7.2,0,0.436,0.333,0.098,79740000,0
"Nasdaq","ASPS",12.34,11.42,"DOWN",186334204,"Finance",24600000,161900000,2024,2.5,10.65,0.53,1.42,0,0,0,1.32,0.34,-0.253,0.148,0.152,16080000,1.07
"Nasdaq","ASPU",10.27,2.46,"DOWN",10271070,"Consumer Discretionary",-12400000,76200000,312,2.3,0,0,0.13,0.26,0,0.38,-0.49,0.372,-0.289,-0.155,-0.163,25200000,1.36
"Nasdaq","ASRT",1.76,2.19,"UP",125022546,"Health Care",25200000,130500000,19,2,4.91,0.2,0.95,0.97,0,0.48,0.55,0.287,0.23,0.049,0.193,48180000,1.67
"Nasdaq","ASRV",3.1,3.85,"UP",68963847,"Finance",8400000,46900000,319,0,8.01,0,1.44,0.63,33.68,0,0.49,0.399,0.066,0.256,0.158,17110000,0.64
"Nasdaq","ASTC",1.83,0.68,"DOWN",20373854,"Industrials",-8300000,9e+05,14,0,0,0,24.82,0.39,0,0.02,-0.17,0.181,-0.148,-0.159,0,48290000,-0.64
"Nasdaq","ASTE",57.76,68.9,"UP",1001940400,"Industrials",3e+05,1.14e+09,4041,2,4392,439.2,0.88,1.56,0,0.01,0.01,0.989,0,0.036,0,22850000,1.56
"Nasdaq","ASTI",37,13.5,"DOWN",94666965,"Technology",-12800000,1300000,51,0,0,0,75.44,0,0,0,-1.75,0.0074,9.042,-1.57,0,30590000,1.58
"Nasdaq","ASTS",12.95,8.14,"DOWN",391189445,"Consumer Discretionary",-12600000,18300000,386,2,0,0,78.45,4.25,0,0.05,-0.24,0.226,-0.132,-0.827,-0.69,51870000,0
"Nasdaq","ASUR",7.28,7.51,"UP",132533373,"Technology",-7900000,83700000,508,1.8,0,0,1.57,0.9,12.65,0.24,-0.38,0.651,-0.05,0.027,-0.094,20110000,0.84
"Nasdaq","ASYS",6.36,9.78,"UP",128753839,"Technology",13900000,100200000,296,2,9.5,0.48,1.31,1.37,0,0,0.98,0.691,0.158,0.02,0.138,13890000,1.31
"Nasdaq","ATCX",7.49,8.41,"UP",280942221,"Consumer Discretionary",-15100000,575700000,3600,1.8,0,0,0.49,0,36.51,0,-0.44,0.284,0.122,0.075,-0.026,35930000,0.73
"Nasdaq","ATEC",14.04,11.62,"DOWN",1084240646,"Health Care",-163400000,291900000,561,1.8,0,0,3.53,98.2,0,31.21,-1.63,0.504,-2.682,-0.334,-0.56,102850000,1.41
"Nasdaq","ATEX",36.79,59.12,"UP",729643219,"Consumer Discretionary",-38700000,1200000,73,2.2,0,0,586.55,4.21,66.4,0,-2.08,0.8,-0.263,-0.203,0,18950000,0.65
"Nasdaq","ATHA",29.77,12.41,"DOWN",126122110,"Health Care",-77300000,0,34,2.3,0,0,0,0.41,0,0,-1.99,0.641,-0.249,0,0,37670000,0
"Nasdaq","ATHE",1.4,0.77,"DOWN",15845258,"Health Care",-8200000,5120000,12,1.5,0,0,3.47,0.66,0,0,-0.2,0.018,-0.363,0,0,40120000,1.19
"Nasdaq","ATHX",45,21.89,"DOWN",32036524,"Health Care",-83800000,10700000,104,4,0,0,2.65,0,0,0,-8.61,0.128,-9.771,0,0,12930000,-0.58
"Nasdaq","ATIF",4.34,3.64,"DOWN",12734332,"Consumer Discretionary",-1900000,9e+05,24,0,0,0,15.52,1.91,0,0,-0.2,4e-04,0,-0.252,0,9630000,-0.51
"Nasdaq","ATLC",22.62,72.47,"UP",414836930,"Finance",150600000,536300000,328,2,3.47,0.17,0.72,1.33,0,5.42,7.51,0.159,0.54,0.104,0.281,14740000,1.65
"Nasdaq","ATLO",23.31,24.43,"UP",199985794,"Finance",20200000,59200000,261,0,10.13,0,3.43,1.3,12.47,0,2.23,0.199,0.122,0.241,0.389,9060000,0.55
"Nasdaq","ATNF",2.51,3.92,"UP",11587560,"Health Care",23800000,0,7,2.5,0.55,0,0,0.31,0,0.02,0.7,0.066,0.595,0,0,37700000,0.42
"Nasdaq","ATNI",44.56,40.18,"DOWN",677350763,"Telecommunications",-28500000,721300000,2300,1.7,0,0,0.95,1.21,0,0.67,-1.8,0.683,-0.043,-0.014,-0.036,15750000,0.34
"Nasdaq","ATNX",11.32,1.5,"DOWN",30464342,"Health Care",-185300000,117900000,652,2,0,0,0.26,1.82,0,10.16,-1.68,0.294,-3.005,-0.862,0,156790000,1.11
"Nasdaq","ATOM",15.9,20.55,"UP",214658527,"Technology",-16900000,4e+05,19,2,0,0,532.85,9.83,0,0.23,-0.74,0.32,-0.634,-0.459,0,22940000,1.55
"Nasdaq","ATOS",0.95,1.66,"UP",125294557,"Health Care",-21500000,0,4,2,0,0,0,0.84,0,0,-0.17,0.25,-0.158,0,0,126620000,1.66
"Nasdaq","ATRA",19.64,16.12,"DOWN",436425730,"Health Care",-247700000,71800000,434,2.6,0,0,6,1.87,0,0,-2.56,0,-0.924,-1.217,0,101600000,1.01
"Nasdaq","ATRC",53.79,68.52,"UP",1962370040,"Health Care",53300000,302800000,875,1.7,35.28,1.76,6.08,4.04,0,0.15,1.15,0,0.11,0.099,0.172,45690000,1.23
"Nasdaq","ATRI",654.1,699.9,"UP",1069557373,"Health Care",34300000,179200000,667,0,33.12,0,6.32,4.58,343.19,0,19,0.709,0.14,0.126,0.191,1790000,0.28
"Nasdaq","ATRO",12.14,11.97,"DOWN",297354811,"Industrials",-19700000,473200000,2100,2.3,0,0,0.74,1.21,0,0.54,-0.62,0.721,-0.077,-0.04,-0.042,32080000,1.71
"Nasdaq","ATSG",30.94,28.99,"DOWN",2182669572,"Consumer Discretionary",210800000,1.94e+09,5280,1.7,11.24,22.49,1.08,1.5,75.49,0.96,2.54,0,0.162,0.095,0.11,73980000,0.72
"Nasdaq","ATVI",89.9,67.49,"DOWN",56963654496,"Consumer Discretionary",1.88e+09,7.64e+09,9800,2.3,29.71,2.14,7.22,3.05,28.68,0.2,2.39,0.822,0.106,0.132,0.246,7.82e+08,0.49
"Nasdaq","ATXI",89.55,13.22,"DOWN",9885882,"Health Care",-5200000,0,4,3,0,0,0,4.07,0,0,-4,0.011,-4.159,0,0,4130000,-0.58
"Nasdaq","ATXS",13.5,5.08,"DOWN",146164544,"Health Care",-43900000,0,29,1.2,0,0,0,36.43,0,0,-3.38,0.505,-2.305,0,0,13020000,1.05
"Nasdaq","AUB",32.4,37.36,"UP",2594462071,"Finance",199900000,605800000,1876,1.5,12.94,1.62,4.29,1.08,9.54,0.17,2.66,0.734,0.093,0.179,0.395,74850000,1.06
"Nasdaq","AUBN",41.55,32.18,"DOWN",82977964,"Finance",7800000,27500000,152,0,10.57,0,2.97,1.08,0,0,2.21,0.078,0.087,0.224,0.295,3510000,0.58
"Nasdaq","AUDC",27.39,34.77,"UP",645032236,"Utilities",31100000,264200000,885,0,19.74,2.19,2.22,3.21,57.05,0,0.94,0.454,0.159,0.164,0.118,31810000,0.59
"Nasdaq","AUID",4.44,14.4,"UP",29995196,"Technology",-23600000,1400000,60,0,0,0,20.66,3.61,0,1.08,-1,0.14,-2.088,-1.475,0,24670000,2.19
"Nasdaq","AUPH",13.54,22.78,"UP",1156421275,"Health Care",-156700000,87900000,300,1.6,0,0,8.27,1.69,0,0,-1.16,0.37,-0.38,-0.379,0,141730000,0.92
"Nasdaq","AUTL",9.36,5.29,"DOWN",261647446,"Health Care",-154800000,6e+05,324,2,0,0,339.84,0.97,0,0,-1.84,0.561,-0.593,-0.45,0,90930000,1.53
"Nasdaq","AVAV",85.93,62.2,"DOWN",2292250235,"Industrials",1400000,453200000,1214,2.1,1520,83.52,4.8,3.52,0,0.31,0.06,0.882,0.002,0.009,0.003,24800000,0.54
"Nasdaq","AVCO",1.12,0.89,"DOWN",39217405,"Real Estate",-8500000,1400000,5,0,0,0,41.48,0,0,14.5,-0.1,0.009,-5.292,-1.402,0,88930000,0.81
"Nasdaq","AVCT",111.75,33.15,"DOWN",23168316,"Technology",-101300000,19400000,356,0,0,0,1.73,0,0,0,-30.39,0.053,0,-2.46,0,32480000,0.83
"Nasdaq","AVDL",6.66,8.02,"UP",394989861,"Health Care",-134200000,0,66,1.9,0,0,0,0,0,0,-2.28,0.571,-2.343,0,0,59040000,1.52
"Nasdaq","AVEO",5.97,4.81,"DOWN",512684320,"Health Care",-36100000,7.9e+07,115,2.6,0,0,6.49,16.61,0,1.25,-1.05,0.454,-0.878,0,-0.457,34500000,1.03
"Nasdaq","AVGO",425.22,665.08,"UP",190089593405,"Technology",9.83e+09,3.168e+10,20000,1.8,20.7,1.36,6.4,9.22,23.86,1.89,22.96,0.783,0.438,0.128,0.31,424480000,1.1
"Nasdaq","AVGR",11.86,9.5,"DOWN",7321385,"Health Care",-28700000,8800000,74,2,0,0,0.78,1.04,0,0,-5.78,0.061,-3.118,-0.718,0,7040000,1.52
"Nasdaq","AVID",14.58,32.5,"UP",1238263030,"Technology",4.8e+07,4.19e+08,1405,2.3,23.86,1.59,2.64,0,23.61,0,1.05,0.815,-0.371,1.11,0.114,44740000,1.27
"Nasdaq","AVIR",41.42,9.05,"DOWN",499551618,"Health Care",15500000,2.25e+08,63,2.6,51.49,0,2.15,0.74,0,0,0.11,0.703,0.024,0.17,0.069,83260000,0
"Nasdaq","AVNW",17.25,32.11,"UP",366215250,"Telecommunications",21200000,3.03e+08,636,2,16.37,1.36,1.08,1.62,327.56,0,1.78,0.742,0.109,0.096,0.07,11150000,1.74
"Nasdaq","AVO",15,15.76,"UP",1176558997,"Consumer Discretionary",24300000,1.04e+09,2800,1.6,48.51,7.24,1.13,2.16,0,0.29,0.34,0.229,0.046,0.057,0.023,70660000,0
"Nasdaq","AVPT",14.84,6.54,"DOWN",803680788,"Technology",-39200000,213800000,1934,2,0,0,3.5,2.98,1870.85,0,-0.22,0.412,-0.16,-0.215,-0.183,182490000,0
"Nasdaq","AVRO",14.57,3.85,"DOWN",30554179,"Health Care",-118700000,0,122,2.2,0,0,0,0.24,0,0.13,-2.72,0.62,-0.76,0,0,43700000,1.57
"Nasdaq","AVT",35.37,41.31,"UP",3738264178,"Technology",765300000,2.548e+10,15300,3,5.41,0.52,0.15,0.98,0,0.58,7.78,0,0.184,0.137,0.03,94050000,1.33
"Nasdaq","AVTX",31.68,20.04,"DOWN",56484630,"Health Care",-71600000,3800000,42,1.7,0,0,14.99,0,0,0,-7.83,0.616,-4.492,-1.466,0,9400000,1.7
"Nasdaq","AVXL",5.29,17.4,"UP",950122915,"Health Care",-45400000,0,25,1.8,0,0,0,5.89,0,0,-0.59,0.328,-0.303,0,0,77440000,0.79
"Nasdaq","AWH",6.31,1.93,"DOWN",49469962,"Health Care",-36200000,7500000,106,2.5,0,0,5.89,3.01,0,0.21,-0.32,0.158,-1.384,-0.962,0,112240000,2.79
"Nasdaq","AWRE",3.41,3.19,"DOWN",35427362,"Technology",-5400000,17100000,81,2,0,0,2.05,0.86,0,0,-0.25,0.333,-0.132,-0.14,-0.316,21660000,0.21
"Nasdaq","AXDX",8.02,5.11,"DOWN",124815509,"Health Care",-63800000,13300000,220,2,0,0,9.77,0,0,0,-0.94,0.225,1.318,-0.847,0,76230000,1.23
"Nasdaq","AXGN",17.51,9.28,"DOWN",480765840,"Health Care",-31600000,128200000,428,1.7,0,0,3.6,4.41,0,0.45,-0.76,0.768,-0.292,-0.162,-0.247,41990000,0.54
"Nasdaq","AXLA",5.04,2.06,"DOWN",44100715,"Health Care",-73800000,0,59,1.6,0,0,0,4.99,0,2.71,-1.73,0.648,-2.831,0,0,52620000,1.04
"Nasdaq","AXNX",49.14,56.22,"UP",3586269586,"Health Care",-75500000,240900000,517,2,0,0,13.45,6.36,0,0,-1.66,0,-0.171,-0.15,-0.333,49480000,0.42
"Nasdaq","AXON",116.85,156.07,"UP",10294909566,"Consumer Discretionary",140800000,991600000,2148,1.8,76.55,6.38,10.48,8.84,280.99,0,1.94,0.775,0.126,-0.083,0.142,71040000,0.7
"Nasdaq","AXSM",81.44,38.02,"DOWN",1932940330,"Health Care",-149900000,8800000,108,1.8,0,0,240.45,145.69,0,6.15,-3.92,0.567,-6.796,0,0,39080000,1.75
"Nasdaq","AXTI",9.83,8.64,"DOWN",196566672,"Technology",14100000,145700000,1008,2,14.98,1,1.41,0.98,0,0.16,0.33,0.559,0.068,0.058,0.097,4.2e+07,1.89
"Nasdaq","AY",39.29,36.09,"DOWN",3196803954,"Utilities",-19200000,1.16e+09,655,2.7,0,0,2.71,2,9.58,3.57,-0.18,0.479,-0.012,0.042,-0.017,114340000,0.82
"Nasdaq","AYLA",11.26,8.75,"DOWN",11347495,"Health Care",-38100000,2300000,35,3,0,0,4.46,0.6,0,0,-2.53,0.485,-1.316,-1.169,0,15310000,0
"Nasdaq","AYTU",6.23,1.37,"DOWN",10438752,"Health Care",-110200000,96700000,164,2,0,0,0.1,0.12,0,0.39,-3.81,0.115,-1.359,-1.731,0,62430000,-0.21
"Nasdaq","AZN",50.52,58.47,"UP",182408192888,"Health Care",-1.253e+09,4.404e+10,83100,1.8,0,0,4.28,5.27,85.44,0.82,-0.42,0.185,-0.033,0.02,-0.028,3.1e+09,0.51
"Nasdaq","AZPN",130.7,152,"UP",15448793220,"Technology",53100000,579100000,3574,2.1,192.7,10.59,25.39,0.87,75.48,0.02,1.18,0.421,0.015,0.004,0.1,50180000,1.01
"Nasdaq","AZTA",66.32,103.18,"UP",3353787161,"Health Care",-28400000,554900000,2900,1.8,0,0,5.53,0.92,0,0,-0.38,0,0,-0.008,0,74990000,1.52
"Nasdaq","AZYO",13.2,6.28,"DOWN",110475434,"Health Care",-34900000,46500000,162,2,0,0,2.45,0,0,0,-2.92,0.886,-5.258,-0.566,-0.751,13620000,0
"Nasdaq","BACK",1.61,1.15,"DOWN",11188864,"Health Care",-11600000,16800000,154,2,0,0,0.56,0.68,0,0.01,-0.44,0.167,-0.65,-0.549,-0.689,26800000,-0.42
"Nasdaq","BAND",158.47,72.87,"DOWN",301116600,"Technology",-28200000,524600000,1100,2.2,0,0,0.94,2.33,100.97,2.9,-1.12,0.822,-0.088,0.002,-0.055,25280000,0.9
"Nasdaq","BANF",58.12,70.36,"UP",3146656183,"Finance",174100000,349800000,1948,3.2,18.64,2.66,9.08,2.69,28.32,0.07,5.22,0.55,0.138,0.225,0.46,32750000,1.11
"Nasdaq","BANR",46.12,60.96,"UP",2563014255,"Finance",190900000,533600000,1891,2,13.13,1.88,4.7,1.68,0,0.12,5.53,0.88,0.124,0.254,0.371,34310000,1.01
"Nasdaq","BBBY",18.03,14.93,"DOWN",367157475,"Consumer Discretionary",-1161900000,6.83e+09,32000,3.9,0,0,0.05,0,0,0,-13.68,0.818,0,-0.369,-0.17,79710000,1.57
